Município1;UF1;Data;Índice De Isolamento
SÃO CARLOS;SP;30/04/2020;47%
SÃO JOSÉ DO RIO PRETO;SP;30/04/2020;38%
SÃO JOSÉ DOS CAMPOS;SP;30/04/2020;47%
SÃO JOÃO DA BOA VISTA;SP;30/04/2020;49%
SÃO PAULO;SP;30/04/2020;47%
SÃO ROQUE;SP;30/04/2020;51%
SÃO SEBASTIÃO;SP;30/04/2020;63%
SÃO VICENTE;SP;30/04/2020;54%
TABOÃO DA SERRA;SP;30/04/2020;47%
TATUÍ;SP;30/04/2020;49%
TAUBATÉ;SP;30/04/2020;47%
UBATUBA;SP;30/04/2020;60%
VALINHOS;SP;30/04/2020;46%
VINHEDO;SP;30/04/2020;50%
VOTORANTIM;SP;30/04/2020;48%
VOTUPORANGA;SP;30/04/2020;52%
VÁRZEA PAULISTA;SP;30/04/2020;47%
AMERICANA;SP;01/05/2020;54%
AMPARO;SP;01/05/2020;58%
ARARAQUARA;SP;01/05/2020;52%
ARARAS;SP;01/05/2020;55%
ARAÇATUBA;SP;01/05/2020;51%
ARUJÁ;SP;01/05/2020;60%
ASSIS;SP;01/05/2020;57%
ATIBAIA;SP;01/05/2020;57%
AVARÉ;SP;01/05/2020;60%
BARRETOS;SP;01/05/2020;55%
BARUERI;SP;01/05/2020;51%
BAURU;SP;01/05/2020;50%
BEBEDOURO;SP;01/05/2020;67%
BIRIGUI;SP;01/05/2020;56%
BOTUCATU;SP;01/05/2020;56%
BRAGANÇA PAULISTA;SP;01/05/2020;54%
CAIEIRAS;SP;01/05/2020;62%
CAJAMAR;SP;01/05/2020;64%
CAMPINAS;SP;01/05/2020;54%
CAMPO LIMPO PAULISTA;SP;01/05/2020;61%
CARAGUATATUBA;SP;01/05/2020;63%
CARAPICUÍBA;SP;01/05/2020;60%
CATANDUVA;SP;01/05/2020;48%
CAÇAPAVA;SP;01/05/2020;62%
COTIA;SP;01/05/2020;60%
CRUZEIRO;SP;01/05/2020;66%
CUBATÃO;SP;01/05/2020;57%
DIADEMA;SP;01/05/2020;60%
EMBU DAS ARTES;SP;01/05/2020;57%
ESTADO DE SÃO PAULO;SP;01/05/2020;56%
FERRAZ DE VASCONCELOS;SP;01/05/2020;57%
FRANCA;SP;01/05/2020;55%
FRANCISCO MORATO;SP;01/05/2020;57%
FRANCO DA ROCHA;SP;01/05/2020;58%
GUARATINGUETÁ;SP;01/05/2020;59%
GUARUJÁ;SP;01/05/2020;59%
GUARULHOS;SP;01/05/2020;59%
HORTOLÂNDIA;SP;01/05/2020;58%
IBIÚNA;SP;01/05/2020;66%
INDAIATUBA;SP;01/05/2020;57%
ITANHAÉM;SP;01/05/2020;63%
ITAPECERICA DA SERRA;SP;01/05/2020;62%
ITAPETININGA;SP;01/05/2020;56%
ITAPEVA;SP;01/05/2020;54%
ITAPEVI;SP;01/05/2020;59%
ITAPIRA;SP;01/05/2020;58%
ITAQUAQUECETUBA;SP;01/05/2020;63%
ITATIBA;SP;01/05/2020;52%
ITU;SP;01/05/2020;55%
JABOTICABAL;SP;01/05/2020;58%
JACAREÍ;SP;01/05/2020;59%
JANDIRA;SP;01/05/2020;56%
JAÚ;SP;01/05/2020;57%
JUNDIAÍ;SP;01/05/2020;52%
LEME;SP;01/05/2020;59%
LIMEIRA;SP;01/05/2020;50%
LINS;SP;01/05/2020;55%
LORENA;SP;01/05/2020;66%
MAIRIPORÃ;SP;01/05/2020;62%
MARÍLIA;SP;01/05/2020;52%
MATÃO;SP;01/05/2020;51%
MAUÁ;SP;01/05/2020;60%
MOGI DAS CRUZES;SP;01/05/2020;59%
MOGI GUAÇU;SP;01/05/2020;53%
MOGI MIRIM;SP;01/05/2020;57%
OSASCO;SP;01/05/2020;58%
OURINHOS;SP;01/05/2020;60%
PAULÍNIA;SP;01/05/2020;56%
PINDAMONHANGABA;SP;01/05/2020;62%
PIRACICABA;SP;01/05/2020;55%
PIRASSUNUNGA;SP;01/05/2020;62%
POÁ;SP;01/05/2020;62%
PRAIA GRANDE;SP;01/05/2020;57%
PRESIDENTE PRUDENTE;SP;01/05/2020;51%
RIBEIRÃO PIRES;SP;01/05/2020;65%
RIBEIRÃO PRETO;SP;01/05/2020;50%
RIO CLARO;SP;01/05/2020;59%
SALTO;SP;01/05/2020;56%
SANTA BÁRBARA D'OESTE;SP;01/05/2020;53%
SANTANA DE PARNAÍBA;SP;01/05/2020;58%
SANTO ANDRÉ;SP;01/05/2020;56%
SANTOS;SP;01/05/2020;56%
SERTÃOZINHO;SP;01/05/2020;61%
SOROCABA;SP;01/05/2020;54%
SUMARÉ;SP;01/05/2020;53%
SUZANO;SP;01/05/2020;59%
SÃO BERNARDO DO CAMPO;SP;01/05/2020;55%
SÃO CAETANO DO SUL;SP;01/05/2020;53%
SÃO CARLOS;SP;01/05/2020;57%
SÃO JOSÉ DO RIO PRETO;SP;01/05/2020;50%
SÃO JOSÉ DOS CAMPOS;SP;01/05/2020;56%
SÃO JOÃO DA BOA VISTA;SP;01/05/2020;61%
SÃO PAULO;SP;01/05/2020;55%
SÃO ROQUE;SP;01/05/2020;60%
SÃO SEBASTIÃO;SP;01/05/2020;68%
SÃO VICENTE;SP;01/05/2020;64%
TABOÃO DA SERRA;SP;01/05/2020;55%
TATUÍ;SP;01/05/2020;59%
TAUBATÉ;SP;01/05/2020;55%
UBATUBA;SP;01/05/2020;67%
VALINHOS;SP;01/05/2020;56%
VINHEDO;SP;01/05/2020;59%
VOTORANTIM;SP;01/05/2020;57%
VOTUPORANGA;SP;01/05/2020;62%
VÁRZEA PAULISTA;SP;01/05/2020;54%
AMERICANA;SP;02/05/2020;50%
AMPARO;SP;02/05/2020;56%
ARARAQUARA;SP;02/05/2020;46%
ARARAS;SP;02/05/2020;51%
ARAÇATUBA;SP;02/05/2020;44%
ARUJÁ;SP;02/05/2020;57%
ASSIS;SP;02/05/2020;49%
ATIBAIA;SP;02/05/2020;52%
AVARÉ;SP;02/05/2020;54%
BARRETOS;SP;02/05/2020;53%
BARUERI;SP;02/05/2020;49%
BAURU;SP;02/05/2020;46%
BEBEDOURO;SP;02/05/2020;60%
BIRIGUI;SP;02/05/2020;51%
BOTUCATU;SP;02/05/2020;54%
BRAGANÇA PAULISTA;SP;02/05/2020;51%
CAIEIRAS;SP;02/05/2020;59%
CAJAMAR;SP;02/05/2020;61%
CAMPINAS;SP;02/05/2020;51%
CAMPO LIMPO PAULISTA;SP;02/05/2020;57%
CARAGUATATUBA;SP;02/05/2020;62%
CARAPICUÍBA;SP;02/05/2020;56%
CATANDUVA;SP;02/05/2020;44%
CAÇAPAVA;SP;02/05/2020;59%
COTIA;SP;02/05/2020;56%
CRUZEIRO;SP;02/05/2020;64%
CUBATÃO;SP;02/05/2020;55%
DIADEMA;SP;02/05/2020;57%
EMBU DAS ARTES;SP;02/05/2020;55%
ESTADO DE SÃO PAULO;SP;02/05/2020;53%
FERRAZ DE VASCONCELOS;SP;02/05/2020;54%
FRANCA;SP;02/05/2020;54%
FRANCISCO MORATO;SP;02/05/2020;51%
FRANCO DA ROCHA;SP;02/05/2020;55%
GUARATINGUETÁ;SP;02/05/2020;57%
GUARUJÁ;SP;02/05/2020;57%
GUARULHOS;SP;02/05/2020;56%
HORTOLÂNDIA;SP;02/05/2020;55%
IBIÚNA;SP;02/05/2020;60%
INDAIATUBA;SP;02/05/2020;54%
ITANHAÉM;SP;02/05/2020;62%
ITAPECERICA DA SERRA;SP;02/05/2020;59%
ITAPETININGA;SP;02/05/2020;53%
ITAPEVA;SP;02/05/2020;49%
ITAPEVI;SP;02/05/2020;56%
ITAPIRA;SP;02/05/2020;54%
ITAQUAQUECETUBA;SP;02/05/2020;60%
ITATIBA;SP;02/05/2020;49%
ITU;SP;02/05/2020;51%
JABOTICABAL;SP;02/05/2020;51%
JACAREÍ;SP;02/05/2020;56%
JANDIRA;SP;02/05/2020;54%
JAÚ;SP;02/05/2020;53%
JUNDIAÍ;SP;02/05/2020;50%
LEME;SP;02/05/2020;54%
LIMEIRA;SP;02/05/2020;45%
LINS;SP;02/05/2020;52%
LORENA;SP;02/05/2020;64%
MAIRIPORÃ;SP;02/05/2020;60%
MARÍLIA;SP;02/05/2020;48%
MATÃO;SP;02/05/2020;47%
MAUÁ;SP;02/05/2020;57%
MOGI DAS CRUZES;SP;02/05/2020;55%
MOGI GUAÇU;SP;02/05/2020;50%
MOGI MIRIM;SP;02/05/2020;52%
OSASCO;SP;02/05/2020;54%
OURINHOS;SP;02/05/2020;58%
PAULÍNIA;SP;02/05/2020;52%
PINDAMONHANGABA;SP;02/05/2020;61%
PIRACICABA;SP;02/05/2020;49%
PIRASSUNUNGA;SP;02/05/2020;59%
POÁ;SP;02/05/2020;59%
PRAIA GRANDE;SP;02/05/2020;55%
PRESIDENTE PRUDENTE;SP;02/05/2020;44%
RIBEIRÃO PIRES;SP;02/05/2020;62%
RIBEIRÃO PRETO;SP;02/05/2020;47%
RIO CLARO;SP;02/05/2020;54%
SALTO;SP;02/05/2020;53%
SANTA BÁRBARA D'OESTE;SP;02/05/2020;49%
SANTANA DE PARNAÍBA;SP;02/05/2020;56%
SANTO ANDRÉ;SP;02/05/2020;53%
SANTOS;SP;02/05/2020;54%
SERTÃOZINHO;SP;02/05/2020;59%
SOROCABA;SP;02/05/2020;50%
SUMARÉ;SP;02/05/2020;49%
SUZANO;SP;02/05/2020;56%
SÃO BERNARDO DO CAMPO;SP;02/05/2020;53%
SÃO CAETANO DO SUL;SP;02/05/2020;50%
SÃO CARLOS;SP;02/05/2020;53%
SÃO JOSÉ DO RIO PRETO;SP;02/05/2020;46%
SÃO JOSÉ DOS CAMPOS;SP;02/05/2020;55%
SÃO JOÃO DA BOA VISTA;SP;02/05/2020;57%
SÃO PAULO;SP;02/05/2020;52%
SÃO ROQUE;SP;02/05/2020;56%
SÃO SEBASTIÃO;SP;02/05/2020;69%
SÃO VICENTE;SP;02/05/2020;61%
TABOÃO DA SERRA;SP;02/05/2020;52%
TATUÍ;SP;02/05/2020;55%
TAUBATÉ;SP;02/05/2020;52%
UBATUBA;SP;02/05/2020;67%
VALINHOS;SP;02/05/2020;52%
VINHEDO;SP;02/05/2020;57%
VOTORANTIM;SP;02/05/2020;53%
VOTUPORANGA;SP;02/05/2020;58%
VÁRZEA PAULISTA;SP;02/05/2020;51%
AMERICANA;SP;03/05/2020;56%
AMPARO;SP;03/05/2020;62%
ARARAQUARA;SP;03/05/2020;53%
ARARAS;SP;03/05/2020;58%
ARAÇATUBA;SP;03/05/2020;51%
ARUJÁ;SP;03/05/2020;66%
ASSIS;SP;03/05/2020;57%
ATIBAIA;SP;03/05/2020;60%
AVARÉ;SP;03/05/2020;61%
BARRETOS;SP;03/05/2020;56%
BARUERI;SP;03/05/2020;56%
BAURU;SP;03/05/2020;53%
BEBEDOURO;SP;03/05/2020;68%
BIRIGUI;SP;03/05/2020;57%
BOTUCATU;SP;03/05/2020;60%
BRAGANÇA PAULISTA;SP;03/05/2020;58%
CAIEIRAS;SP;03/05/2020;67%
CAJAMAR;SP;03/05/2020;70%
CAMPINAS;SP;03/05/2020;57%
CAMPO LIMPO PAULISTA;SP;03/05/2020;63%
CARAGUATATUBA;SP;03/05/2020;65%
CARAPICUÍBA;SP;03/05/2020;63%
CATANDUVA;SP;03/05/2020;51%
CAÇAPAVA;SP;03/05/2020;65%
COTIA;SP;03/05/2020;63%
CRUZEIRO;SP;03/05/2020;67%
CUBATÃO;SP;03/05/2020;65%
DIADEMA;SP;03/05/2020;64%
EMBU DAS ARTES;SP;03/05/2020;63%
ESTADO DE SÃO PAULO;SP;03/05/2020;59%
FERRAZ DE VASCONCELOS;SP;03/05/2020;61%
FRANCA;SP;03/05/2020;61%
FRANCISCO MORATO;SP;03/05/2020;57%
FRANCO DA ROCHA;SP;03/05/2020;62%
GUARATINGUETÁ;SP;03/05/2020;62%
GUARUJÁ;SP;03/05/2020;61%
GUARULHOS;SP;03/05/2020;63%
HORTOLÂNDIA;SP;03/05/2020;60%
IBIÚNA;SP;03/05/2020;67%
INDAIATUBA;SP;03/05/2020;59%
ITANHAÉM;SP;03/05/2020;64%
ITAPECERICA DA SERRA;SP;03/05/2020;66%
ITAPETININGA;SP;03/05/2020;59%
ITAPEVA;SP;03/05/2020;56%
ITAPEVI;SP;03/05/2020;63%
ITAPIRA;SP;03/05/2020;60%
ITAQUAQUECETUBA;SP;03/05/2020;63%
ITATIBA;SP;03/05/2020;55%
ITU;SP;03/05/2020;57%
JABOTICABAL;SP;03/05/2020;59%
JACAREÍ;SP;03/05/2020;62%
JANDIRA;SP;03/05/2020;61%
JAÚ;SP;03/05/2020;60%
JUNDIAÍ;SP;03/05/2020;57%
LEME;SP;03/05/2020;60%
LIMEIRA;SP;03/05/2020;51%
LINS;SP;03/05/2020;58%
LORENA;SP;03/05/2020;69%
MAIRIPORÃ;SP;03/05/2020;67%
MARÍLIA;SP;03/05/2020;54%
MATÃO;SP;03/05/2020;53%
MAUÁ;SP;03/05/2020;64%
MOGI DAS CRUZES;SP;03/05/2020;62%
MOGI GUAÇU;SP;03/05/2020;56%
MOGI MIRIM;SP;03/05/2020;59%
OSASCO;SP;03/05/2020;62%
OURINHOS;SP;03/05/2020;60%
PAULÍNIA;SP;03/05/2020;61%
PINDAMONHANGABA;SP;03/05/2020;66%
PIRACICABA;SP;03/05/2020;56%
PIRASSUNUNGA;SP;03/05/2020;64%
POÁ;SP;03/05/2020;66%
PRAIA GRANDE;SP;03/05/2020;60%
PRESIDENTE PRUDENTE;SP;03/05/2020;53%
RIBEIRÃO PIRES;SP;03/05/2020;69%
RIBEIRÃO PRETO;SP;03/05/2020;53%
RIO CLARO;SP;03/05/2020;61%
SALTO;SP;03/05/2020;58%
SANTA BÁRBARA D'OESTE;SP;03/05/2020;55%
SANTANA DE PARNAÍBA;SP;03/05/2020;62%
SANTO ANDRÉ;SP;03/05/2020;59%
SANTOS;SP;03/05/2020;59%
SERTÃOZINHO;SP;03/05/2020;65%
SOROCABA;SP;03/05/2020;56%
SUMARÉ;SP;03/05/2020;56%
SUZANO;SP;03/05/2020;63%
SÃO BERNARDO DO CAMPO;SP;03/05/2020;59%
SÃO CAETANO DO SUL;SP;03/05/2020;57%
SÃO CARLOS;SP;03/05/2020;60%
SÃO JOSÉ DO RIO PRETO;SP;03/05/2020;53%
SÃO JOSÉ DOS CAMPOS;SP;03/05/2020;61%
SÃO JOÃO DA BOA VISTA;SP;03/05/2020;63%
SÃO PAULO;SP;03/05/2020;58%
SÃO ROQUE;SP;03/05/2020;63%
SÃO SEBASTIÃO;SP;03/05/2020;67%
SÃO VICENTE;SP;03/05/2020;68%
TABOÃO DA SERRA;SP;03/05/2020;59%
TATUÍ;SP;03/05/2020;61%
TAUBATÉ;SP;03/05/2020;59%
UBATUBA;SP;03/05/2020;69%
VALINHOS;SP;03/05/2020;59%
VINHEDO;SP;03/05/2020;63%
VOTORANTIM;SP;03/05/2020;59%
VOTUPORANGA;SP;03/05/2020;64%
VÁRZEA PAULISTA;SP;03/05/2020;58%
AMERICANA;SP;04/05/2020;45%
AMPARO;SP;04/05/2020;50%
ARARAQUARA;SP;04/05/2020;41%
ARARAS;SP;04/05/2020;47%
ARAÇATUBA;SP;04/05/2020;40%
ARUJÁ;SP;04/05/2020;50%
ASSIS;SP;04/05/2020;45%
ATIBAIA;SP;04/05/2020;46%
AVARÉ;SP;04/05/2020;48%
BARRETOS;SP;04/05/2020;45%
BARUERI;SP;04/05/2020;44%
BAURU;SP;04/05/2020;41%
BEBEDOURO;SP;04/05/2020;55%
BIRIGUI;SP;04/05/2020;47%
BOTUCATU;SP;04/05/2020;49%
BRAGANÇA PAULISTA;SP;04/05/2020;46%
CAIEIRAS;SP;04/05/2020;53%
CAJAMAR;SP;04/05/2020;56%
CAMPINAS;SP;04/05/2020;45%
CAMPO LIMPO PAULISTA;SP;04/05/2020;52%
CARAGUATATUBA;SP;04/05/2020;55%
CARAPICUÍBA;SP;04/05/2020;51%
CATANDUVA;SP;04/05/2020;39%
CAÇAPAVA;SP;04/05/2020;55%
COTIA;SP;04/05/2020;51%
CRUZEIRO;SP;04/05/2020;57%
CUBATÃO;SP;04/05/2020;50%
DIADEMA;SP;04/05/2020;51%
EMBU DAS ARTES;SP;04/05/2020;49%
ESTADO DE SÃO PAULO;SP;04/05/2020;47%
FERRAZ DE VASCONCELOS;SP;04/05/2020;49%
FRANCA;SP;04/05/2020;45%
FRANCISCO MORATO;SP;04/05/2020;48%
FRANCO DA ROCHA;SP;04/05/2020;51%
GUARATINGUETÁ;SP;04/05/2020;51%
GUARUJÁ;SP;04/05/2020;52%
GUARULHOS;SP;04/05/2020;49%
HORTOLÂNDIA;SP;04/05/2020;48%
IBIÚNA;SP;04/05/2020;54%
INDAIATUBA;SP;04/05/2020;49%
ITANHAÉM;SP;04/05/2020;56%
ITAPECERICA DA SERRA;SP;04/05/2020;54%
ITAPETININGA;SP;04/05/2020;49%
ITAPEVA;SP;04/05/2020;45%
ITAPEVI;SP;04/05/2020;50%
ITAPIRA;SP;04/05/2020;49%
ITAQUAQUECETUBA;SP;04/05/2020;53%
ITATIBA;SP;04/05/2020;44%
ITU;SP;04/05/2020;46%
JABOTICABAL;SP;04/05/2020;47%
JACAREÍ;SP;04/05/2020;50%
JANDIRA;SP;04/05/2020;49%
JAÚ;SP;04/05/2020;48%
JUNDIAÍ;SP;04/05/2020;45%
LEME;SP;04/05/2020;49%
LIMEIRA;SP;04/05/2020;38%
LINS;SP;04/05/2020;46%
LORENA;SP;04/05/2020;60%
MAIRIPORÃ;SP;04/05/2020;53%
MARÍLIA;SP;04/05/2020;44%
MATÃO;SP;04/05/2020;43%
MAUÁ;SP;04/05/2020;51%
MOGI DAS CRUZES;SP;04/05/2020;50%
MOGI GUAÇU;SP;04/05/2020;46%
MOGI MIRIM;SP;04/05/2020;48%
OSASCO;SP;04/05/2020;50%
OURINHOS;SP;04/05/2020;50%
PAULÍNIA;SP;04/05/2020;47%
PINDAMONHANGABA;SP;04/05/2020;54%
PIRACICABA;SP;04/05/2020;45%
PIRASSUNUNGA;SP;04/05/2020;53%
POÁ;SP;04/05/2020;53%
PRAIA GRANDE;SP;04/05/2020;50%
PRESIDENTE PRUDENTE;SP;04/05/2020;40%
RIBEIRÃO PIRES;SP;04/05/2020;57%
RIBEIRÃO PRETO;SP;04/05/2020;40%
RIO CLARO;SP;04/05/2020;49%
SALTO;SP;04/05/2020;48%
SANTA BÁRBARA D'OESTE;SP;04/05/2020;42%
SANTANA DE PARNAÍBA;SP;04/05/2020;51%
SANTO ANDRÉ;SP;04/05/2020;49%
SANTOS;SP;04/05/2020;47%
SERTÃOZINHO;SP;04/05/2020;49%
SOROCABA;SP;04/05/2020;43%
SUMARÉ;SP;04/05/2020;42%
SUZANO;SP;04/05/2020;51%
SÃO BERNARDO DO CAMPO;SP;04/05/2020;48%
SÃO CAETANO DO SUL;SP;04/05/2020;47%
SÃO CARLOS;SP;04/05/2020;48%
SÃO JOSÉ DO RIO PRETO;SP;04/05/2020;40%
SÃO JOSÉ DOS CAMPOS;SP;04/05/2020;48%
SÃO JOÃO DA BOA VISTA;SP;04/05/2020;49%
SÃO PAULO;SP;04/05/2020;48%
SÃO ROQUE;SP;04/05/2020;51%
SÃO SEBASTIÃO;SP;04/05/2020;62%
SÃO VICENTE;SP;04/05/2020;55%
TABOÃO DA SERRA;SP;04/05/2020;48%
TATUÍ;SP;04/05/2020;48%
TAUBATÉ;SP;04/05/2020;47%
UBATUBA;SP;04/05/2020;60%
VALINHOS;SP;04/05/2020;48%
VINHEDO;SP;04/05/2020;51%
VOTORANTIM;SP;04/05/2020;48%
VOTUPORANGA;SP;04/05/2020;53%
VÁRZEA PAULISTA;SP;04/05/2020;46%
AMERICANA;SP;05/05/2020;44%
AMPARO;SP;05/05/2020;50%
ARARAQUARA;SP;05/05/2020;41%
ARARAS;SP;05/05/2020;46%
ARAÇATUBA;SP;05/05/2020;39%
ARUJÁ;SP;05/05/2020;51%
ASSIS;SP;05/05/2020;44%
ATIBAIA;SP;05/05/2020;47%
AVARÉ;SP;05/05/2020;48%
BARRETOS;SP;05/05/2020;45%
BARUERI;SP;05/05/2020;43%
BAURU;SP;05/05/2020;41%
BEBEDOURO;SP;05/05/2020;53%
BIRIGUI;SP;05/05/2020;47%
BOTUCATU;SP;05/05/2020;47%
BRAGANÇA PAULISTA;SP;05/05/2020;44%
CAIEIRAS;SP;05/05/2020;53%
CAJAMAR;SP;05/05/2020;54%
CAMPINAS;SP;05/05/2020;45%
CAMPO LIMPO PAULISTA;SP;05/05/2020;51%
CARAGUATATUBA;SP;05/05/2020;55%
CARAPICUÍBA;SP;05/05/2020;51%
CATANDUVA;SP;05/05/2020;39%
CAÇAPAVA;SP;05/05/2020;55%
COTIA;SP;05/05/2020;51%
CRUZEIRO;SP;05/05/2020;58%
CUBATÃO;SP;05/05/2020;49%
DIADEMA;SP;05/05/2020;50%
EMBU DAS ARTES;SP;05/05/2020;49%
ESTADO DE SÃO PAULO;SP;05/05/2020;47%
FERRAZ DE VASCONCELOS;SP;05/05/2020;48%
FRANCA;SP;05/05/2020;44%
FRANCISCO MORATO;SP;05/05/2020;48%
FRANCO DA ROCHA;SP;05/05/2020;51%
GUARATINGUETÁ;SP;05/05/2020;51%
GUARUJÁ;SP;05/05/2020;52%
GUARULHOS;SP;05/05/2020;47%
HORTOLÂNDIA;SP;05/05/2020;48%
IBIÚNA;SP;05/05/2020;53%
INDAIATUBA;SP;05/05/2020;48%
ITANHAÉM;SP;05/05/2020;51%
ITAPECERICA DA SERRA;SP;05/05/2020;54%
ITAPETININGA;SP;05/05/2020;48%
ITAPEVA;SP;05/05/2020;45%
ITAPEVI;SP;05/05/2020;50%
ITAPIRA;SP;05/05/2020;48%
ITAQUAQUECETUBA;SP;05/05/2020;52%
ITATIBA;SP;05/05/2020;44%
ITU;SP;05/05/2020;45%
JABOTICABAL;SP;05/05/2020;45%
JACAREÍ;SP;05/05/2020;50%
JANDIRA;SP;05/05/2020;49%
JAÚ;SP;05/05/2020;47%
JUNDIAÍ;SP;05/05/2020;44%
LEME;SP;05/05/2020;48%
LIMEIRA;SP;05/05/2020;38%
LINS;SP;05/05/2020;45%
LORENA;SP;05/05/2020;60%
MAIRIPORÃ;SP;05/05/2020;55%
MARÍLIA;SP;05/05/2020;44%
MATÃO;SP;05/05/2020;40%
MAUÁ;SP;05/05/2020;48%
MOGI DAS CRUZES;SP;05/05/2020;50%
MOGI GUAÇU;SP;05/05/2020;46%
MOGI MIRIM;SP;05/05/2020;47%
OSASCO;SP;05/05/2020;50%
OURINHOS;SP;05/05/2020;50%
PAULÍNIA;SP;05/05/2020;46%
PINDAMONHANGABA;SP;05/05/2020;54%
PIRACICABA;SP;05/05/2020;44%
PIRASSUNUNGA;SP;05/05/2020;52%
POÁ;SP;05/05/2020;54%
PRAIA GRANDE;SP;05/05/2020;48%
PRESIDENTE PRUDENTE;SP;05/05/2020;40%
RIBEIRÃO PIRES;SP;05/05/2020;57%
RIBEIRÃO PRETO;SP;05/05/2020;40%
RIO CLARO;SP;05/05/2020;48%
SALTO;SP;05/05/2020;47%
SANTA BÁRBARA D'OESTE;SP;05/05/2020;42%
SANTANA DE PARNAÍBA;SP;05/05/2020;51%
SANTO ANDRÉ;SP;05/05/2020;48%
SANTOS;SP;05/05/2020;46%
SERTÃOZINHO;SP;05/05/2020;49%
SOROCABA;SP;05/05/2020;44%
SUMARÉ;SP;05/05/2020;42%
SUZANO;SP;05/05/2020;50%
SÃO BERNARDO DO CAMPO;SP;05/05/2020;47%
SÃO CAETANO DO SUL;SP;05/05/2020;47%
SÃO CARLOS;SP;05/05/2020;48%
SÃO JOSÉ DO RIO PRETO;SP;05/05/2020;39%
SÃO JOSÉ DOS CAMPOS;SP;05/05/2020;48%
SÃO JOÃO DA BOA VISTA;SP;05/05/2020;49%
SÃO PAULO;SP;05/05/2020;48%
SÃO ROQUE;SP;05/05/2020;51%
SÃO SEBASTIÃO;SP;05/05/2020;63%
SÃO VICENTE;SP;05/05/2020;52%
TABOÃO DA SERRA;SP;05/05/2020;47%
TATUÍ;SP;05/05/2020;49%
TAUBATÉ;SP;05/05/2020;47%
UBATUBA;SP;05/05/2020;61%
VALINHOS;SP;05/05/2020;47%
VINHEDO;SP;05/05/2020;50%
VOTORANTIM;SP;05/05/2020;48%
VOTUPORANGA;SP;05/05/2020;52%
VÁRZEA PAULISTA;SP;05/05/2020;46%
AMERICANA;SP;06/05/2020;43%
AMPARO;SP;06/05/2020;50%
ARARAQUARA;SP;06/05/2020;41%
ARARAS;SP;06/05/2020;46%
ARAÇATUBA;SP;06/05/2020;38%
ARUJÁ;SP;06/05/2020;50%
ASSIS;SP;06/05/2020;46%
ATIBAIA;SP;06/05/2020;47%
AVARÉ;SP;06/05/2020;48%
BARRETOS;SP;06/05/2020;44%
BARUERI;SP;06/05/2020;42%
BAURU;SP;06/05/2020;41%
BEBEDOURO;SP;06/05/2020;53%
BIRIGUI;SP;06/05/2020;48%
BOTUCATU;SP;06/05/2020;46%
BRAGANÇA PAULISTA;SP;06/05/2020;45%
CAIEIRAS;SP;06/05/2020;52%
CAJAMAR;SP;06/05/2020;54%
CAMPINAS;SP;06/05/2020;45%
CAMPO LIMPO PAULISTA;SP;06/05/2020;51%
CARAGUATATUBA;SP;06/05/2020;55%
CARAPICUÍBA;SP;06/05/2020;50%
CATANDUVA;SP;06/05/2020;39%
CAÇAPAVA;SP;06/05/2020;53%
COTIA;SP;06/05/2020;51%
CRUZEIRO;SP;06/05/2020;57%
CUBATÃO;SP;06/05/2020;48%
DIADEMA;SP;06/05/2020;50%
EMBU DAS ARTES;SP;06/05/2020;48%
ESTADO DE SÃO PAULO;SP;06/05/2020;47%
FERRAZ DE VASCONCELOS;SP;06/05/2020;48%
FRANCA;SP;06/05/2020;40%
FRANCISCO MORATO;SP;06/05/2020;48%
FRANCO DA ROCHA;SP;06/05/2020;50%
GUARATINGUETÁ;SP;06/05/2020;50%
GUARUJÁ;SP;06/05/2020;52%
GUARULHOS;SP;06/05/2020;48%
HORTOLÂNDIA;SP;06/05/2020;48%
IBIÚNA;SP;06/05/2020;55%
INDAIATUBA;SP;06/05/2020;49%
ITANHAÉM;SP;06/05/2020;55%
ITAPECERICA DA SERRA;SP;06/05/2020;53%
ITAPETININGA;SP;06/05/2020;48%
ITAPEVA;SP;06/05/2020;46%
ITAPEVI;SP;06/05/2020;50%
ITAPIRA;SP;06/05/2020;48%
ITAQUAQUECETUBA;SP;06/05/2020;53%
ITATIBA;SP;06/05/2020;43%
ITU;SP;06/05/2020;45%
JABOTICABAL;SP;06/05/2020;44%
JACAREÍ;SP;06/05/2020;50%
JANDIRA;SP;06/05/2020;48%
JAÚ;SP;06/05/2020;47%
JUNDIAÍ;SP;06/05/2020;44%
LEME;SP;06/05/2020;44%
LIMEIRA;SP;06/05/2020;37%
LINS;SP;06/05/2020;45%
LORENA;SP;06/05/2020;59%
MAIRIPORÃ;SP;06/05/2020;52%
MARÍLIA;SP;06/05/2020;44%
MATÃO;SP;06/05/2020;41%
MAUÁ;SP;06/05/2020;47%
MOGI DAS CRUZES;SP;06/05/2020;50%
MOGI GUAÇU;SP;06/05/2020;45%
MOGI MIRIM;SP;06/05/2020;46%
OSASCO;SP;06/05/2020;50%
OURINHOS;SP;06/05/2020;50%
PAULÍNIA;SP;06/05/2020;46%
PINDAMONHANGABA;SP;06/05/2020;52%
PIRACICABA;SP;06/05/2020;43%
PIRASSUNUNGA;SP;06/05/2020;51%
POÁ;SP;06/05/2020;53%
PRAIA GRANDE;SP;06/05/2020;49%
PRESIDENTE PRUDENTE;SP;06/05/2020;40%
