Município1;UF1;Data;Índice De Isolamento
RIBEIRÃO PIRES;SP;06/05/2020;55%
RIBEIRÃO PRETO;SP;06/05/2020;39%
RIO CLARO;SP;06/05/2020;48%
SALTO;SP;06/05/2020;45%
SANTA BÁRBARA D'OESTE;SP;06/05/2020;42%
SANTANA DE PARNAÍBA;SP;06/05/2020;51%
SANTO ANDRÉ;SP;06/05/2020;48%
SANTOS;SP;06/05/2020;46%
SERTÃOZINHO;SP;06/05/2020;48%
SOROCABA;SP;06/05/2020;44%
SUMARÉ;SP;06/05/2020;42%
SUZANO;SP;06/05/2020;51%
SÃO BERNARDO DO CAMPO;SP;06/05/2020;47%
SÃO CAETANO DO SUL;SP;06/05/2020;47%
SÃO CARLOS;SP;06/05/2020;47%
SÃO JOSÉ DO RIO PRETO;SP;06/05/2020;39%
SÃO JOSÉ DOS CAMPOS;SP;06/05/2020;48%
SÃO JOÃO DA BOA VISTA;SP;06/05/2020;49%
SÃO PAULO;SP;06/05/2020;47%
SÃO ROQUE;SP;06/05/2020;51%
SÃO SEBASTIÃO;SP;06/05/2020;62%
SÃO VICENTE;SP;06/05/2020;53%
TABOÃO DA SERRA;SP;06/05/2020;47%
TATUÍ;SP;06/05/2020;49%
TAUBATÉ;SP;06/05/2020;46%
UBATUBA;SP;06/05/2020;60%
VALINHOS;SP;06/05/2020;47%
VINHEDO;SP;06/05/2020;51%
VOTORANTIM;SP;06/05/2020;47%
VOTUPORANGA;SP;06/05/2020;53%
VÁRZEA PAULISTA;SP;06/05/2020;47%
AMERICANA;SP;07/05/2020;43%
AMPARO;SP;07/05/2020;50%
ARARAQUARA;SP;07/05/2020;40%
ARARAS;SP;07/05/2020;45%
ARAÇATUBA;SP;07/05/2020;39%
ARUJÁ;SP;07/05/2020;52%
ASSIS;SP;07/05/2020;45%
ATIBAIA;SP;07/05/2020;48%
AVARÉ;SP;07/05/2020;48%
BARRETOS;SP;07/05/2020;43%
BARUERI;SP;07/05/2020;43%
BAURU;SP;07/05/2020;39%
BEBEDOURO;SP;07/05/2020;54%
BIRIGUI;SP;07/05/2020;47%
BOTUCATU;SP;07/05/2020;47%
BRAGANÇA PAULISTA;SP;07/05/2020;45%
CAIEIRAS;SP;07/05/2020;52%
CAJAMAR;SP;07/05/2020;54%
CAMPINAS;SP;07/05/2020;44%
CAMPO LIMPO PAULISTA;SP;07/05/2020;51%
CARAGUATATUBA;SP;07/05/2020;56%
CARAPICUÍBA;SP;07/05/2020;51%
CATANDUVA;SP;07/05/2020;38%
CAÇAPAVA;SP;07/05/2020;55%
COTIA;SP;07/05/2020;52%
CRUZEIRO;SP;07/05/2020;57%
CUBATÃO;SP;07/05/2020;49%
DIADEMA;SP;07/05/2020;51%
EMBU DAS ARTES;SP;07/05/2020;49%
ESTADO DE SÃO PAULO;SP;07/05/2020;47%
FERRAZ DE VASCONCELOS;SP;07/05/2020;49%
FRANCA;SP;07/05/2020;43%
FRANCISCO MORATO;SP;07/05/2020;48%
FRANCO DA ROCHA;SP;07/05/2020;50%
GUARATINGUETÁ;SP;07/05/2020;50%
GUARUJÁ;SP;07/05/2020;53%
GUARULHOS;SP;07/05/2020;49%
HORTOLÂNDIA;SP;07/05/2020;48%
IBIÚNA;SP;07/05/2020;55%
INDAIATUBA;SP;07/05/2020;48%
ITANHAÉM;SP;07/05/2020;53%
ITAPECERICA DA SERRA;SP;07/05/2020;55%
ITAPETININGA;SP;07/05/2020;48%
ITAPEVA;SP;07/05/2020;45%
ITAPEVI;SP;07/05/2020;51%
ITAPIRA;SP;07/05/2020;48%
ITAQUAQUECETUBA;SP;07/05/2020;53%
ITATIBA;SP;07/05/2020;43%
ITU;SP;07/05/2020;45%
JABOTICABAL;SP;07/05/2020;43%
JACAREÍ;SP;07/05/2020;48%
JANDIRA;SP;07/05/2020;49%
JAÚ;SP;07/05/2020;46%
JUNDIAÍ;SP;07/05/2020;44%
LEME;SP;07/05/2020;47%
LIMEIRA;SP;07/05/2020;38%
LINS;SP;07/05/2020;45%
LORENA;SP;07/05/2020;59%
MAIRIPORÃ;SP;07/05/2020;56%
MARÍLIA;SP;07/05/2020;43%
MATÃO;SP;07/05/2020;40%
MAUÁ;SP;07/05/2020;49%
MOGI DAS CRUZES;SP;07/05/2020;51%
MOGI GUAÇU;SP;07/05/2020;45%
MOGI MIRIM;SP;07/05/2020;46%
OSASCO;SP;07/05/2020;50%
OURINHOS;SP;07/05/2020;50%
PAULÍNIA;SP;07/05/2020;46%
PINDAMONHANGABA;SP;07/05/2020;52%
PIRACICABA;SP;07/05/2020;41%
PIRASSUNUNGA;SP;07/05/2020;51%
POÁ;SP;07/05/2020;54%
PRAIA GRANDE;SP;07/05/2020;49%
PRESIDENTE PRUDENTE;SP;07/05/2020;38%
RIBEIRÃO PIRES;SP;07/05/2020;58%
RIBEIRÃO PRETO;SP;07/05/2020;39%
RIO CLARO;SP;07/05/2020;48%
SALTO;SP;07/05/2020;40%
SANTA BÁRBARA D'OESTE;SP;07/05/2020;42%
SANTANA DE PARNAÍBA;SP;07/05/2020;51%
SANTO ANDRÉ;SP;07/05/2020;47%
SANTOS;SP;07/05/2020;47%
SERTÃOZINHO;SP;07/05/2020;48%
SOROCABA;SP;07/05/2020;44%
SUMARÉ;SP;07/05/2020;41%
SUZANO;SP;07/05/2020;52%
SÃO BERNARDO DO CAMPO;SP;07/05/2020;48%
SÃO CAETANO DO SUL;SP;07/05/2020;47%
SÃO CARLOS;SP;07/05/2020;47%
SÃO JOSÉ DO RIO PRETO;SP;07/05/2020;39%
SÃO JOSÉ DOS CAMPOS;SP;07/05/2020;49%
SÃO JOÃO DA BOA VISTA;SP;07/05/2020;49%
SÃO PAULO;SP;07/05/2020;48%
SÃO ROQUE;SP;07/05/2020;50%
SÃO SEBASTIÃO;SP;07/05/2020;66%
SÃO VICENTE;SP;07/05/2020;56%
TABOÃO DA SERRA;SP;07/05/2020;46%
TATUÍ;SP;07/05/2020;49%
TAUBATÉ;SP;07/05/2020;47%
UBATUBA;SP;07/05/2020;63%
VALINHOS;SP;07/05/2020;47%
VINHEDO;SP;07/05/2020;51%
VOTORANTIM;SP;07/05/2020;47%
VOTUPORANGA;SP;07/05/2020;52%
VÁRZEA PAULISTA;SP;07/05/2020;47%
AMERICANA;SP;08/05/2020;42%
AMPARO;SP;08/05/2020;48%
ARARAQUARA;SP;08/05/2020;38%
ARARAS;SP;08/05/2020;44%
ARAÇATUBA;SP;08/05/2020;37%
ARUJÁ;SP;08/05/2020;49%
ASSIS;SP;08/05/2020;43%
ATIBAIA;SP;08/05/2020;45%
AVARÉ;SP;08/05/2020;45%
BARRETOS;SP;08/05/2020;42%
BARUERI;SP;08/05/2020;41%
BAURU;SP;08/05/2020;38%
BEBEDOURO;SP;08/05/2020;53%
BIRIGUI;SP;08/05/2020;45%
BOTUCATU;SP;08/05/2020;45%
BRAGANÇA PAULISTA;SP;08/05/2020;42%
CAIEIRAS;SP;08/05/2020;49%
CAJAMAR;SP;08/05/2020;50%
CAMPINAS;SP;08/05/2020;43%
CAMPO LIMPO PAULISTA;SP;08/05/2020;49%
CARAGUATATUBA;SP;08/05/2020;53%
CARAPICUÍBA;SP;08/05/2020;49%
CATANDUVA;SP;08/05/2020;37%
CAÇAPAVA;SP;08/05/2020;53%
COTIA;SP;08/05/2020;50%
CRUZEIRO;SP;08/05/2020;54%
CUBATÃO;SP;08/05/2020;48%
DIADEMA;SP;08/05/2020;49%
EMBU DAS ARTES;SP;08/05/2020;48%
ESTADO DE SÃO PAULO;SP;08/05/2020;46%
FERRAZ DE VASCONCELOS;SP;08/05/2020;47%
FRANCA;SP;08/05/2020;42%
FRANCISCO MORATO;SP;08/05/2020;46%
FRANCO DA ROCHA;SP;08/05/2020;49%
GUARATINGUETÁ;SP;08/05/2020;49%
GUARUJÁ;SP;08/05/2020;51%
GUARULHOS;SP;08/05/2020;47%
HORTOLÂNDIA;SP;08/05/2020;46%
IBIÚNA;SP;08/05/2020;54%
INDAIATUBA;SP;08/05/2020;47%
ITANHAÉM;SP;08/05/2020;54%
ITAPECERICA DA SERRA;SP;08/05/2020;54%
ITAPETININGA;SP;08/05/2020;46%
ITAPEVA;SP;08/05/2020;44%
ITAPEVI;SP;08/05/2020;49%
ITAPIRA;SP;08/05/2020;46%
ITAQUAQUECETUBA;SP;08/05/2020;51%
ITATIBA;SP;08/05/2020;41%
ITU;SP;08/05/2020;43%
JABOTICABAL;SP;08/05/2020;41%
JACAREÍ;SP;08/05/2020;48%
JANDIRA;SP;08/05/2020;47%
JAÚ;SP;08/05/2020;44%
JUNDIAÍ;SP;08/05/2020;42%
LEME;SP;08/05/2020;47%
LIMEIRA;SP;08/05/2020;36%
LINS;SP;08/05/2020;43%
LORENA;SP;08/05/2020;58%
MAIRIPORÃ;SP;08/05/2020;53%
MARÍLIA;SP;08/05/2020;41%
MATÃO;SP;08/05/2020;41%
MAUÁ;SP;08/05/2020;49%
MOGI DAS CRUZES;SP;08/05/2020;49%
MOGI GUAÇU;SP;08/05/2020;44%
MOGI MIRIM;SP;08/05/2020;45%
OSASCO;SP;08/05/2020;48%
OURINHOS;SP;08/05/2020;48%
PAULÍNIA;SP;08/05/2020;45%
PINDAMONHANGABA;SP;08/05/2020;51%
PIRACICABA;SP;08/05/2020;41%
PIRASSUNUNGA;SP;08/05/2020;50%
POÁ;SP;08/05/2020;51%
PRAIA GRANDE;SP;08/05/2020;46%
PRESIDENTE PRUDENTE;SP;08/05/2020;37%
RIBEIRÃO PIRES;SP;08/05/2020;50%
RIBEIRÃO PRETO;SP;08/05/2020;38%
RIO CLARO;SP;08/05/2020;46%
SALTO;SP;08/05/2020;44%
SANTA BÁRBARA D'OESTE;SP;08/05/2020;41%
SANTANA DE PARNAÍBA;SP;08/05/2020;50%
SANTO ANDRÉ;SP;08/05/2020;46%
SANTOS;SP;08/05/2020;45%
SERTÃOZINHO;SP;08/05/2020;47%
SOROCABA;SP;08/05/2020;42%
SUMARÉ;SP;08/05/2020;41%
SUZANO;SP;08/05/2020;49%
SÃO BERNARDO DO CAMPO;SP;08/05/2020;46%
SÃO CAETANO DO SUL;SP;08/05/2020;45%
SÃO CARLOS;SP;08/05/2020;46%
SÃO JOSÉ DO RIO PRETO;SP;08/05/2020;37%
SÃO JOSÉ DOS CAMPOS;SP;08/05/2020;46%
SÃO JOÃO DA BOA VISTA;SP;08/05/2020;47%
SÃO PAULO;SP;08/05/2020;46%
SÃO ROQUE;SP;08/05/2020;49%
SÃO SEBASTIÃO;SP;08/05/2020;65%
SÃO VICENTE;SP;08/05/2020;53%
TABOÃO DA SERRA;SP;08/05/2020;45%
TATUÍ;SP;08/05/2020;48%
TAUBATÉ;SP;08/05/2020;45%
UBATUBA;SP;08/05/2020;60%
VALINHOS;SP;08/05/2020;45%
VINHEDO;SP;08/05/2020;49%
VOTORANTIM;SP;08/05/2020;45%
VOTUPORANGA;SP;08/05/2020;51%
VÁRZEA PAULISTA;SP;08/05/2020;45%
AMERICANA;SP;09/05/2020;47%
AMPARO;SP;09/05/2020;51%
ARARAQUARA;SP;09/05/2020;42%
ARARAS;SP;09/05/2020;47%
ARAÇATUBA;SP;09/05/2020;42%
ARUJÁ;SP;09/05/2020;55%
ASSIS;SP;09/05/2020;44%
ATIBAIA;SP;09/05/2020;49%
AVARÉ;SP;09/05/2020;49%
BARRETOS;SP;09/05/2020;48%
BARUERI;SP;09/05/2020;46%
BAURU;SP;09/05/2020;42%
BEBEDOURO;SP;09/05/2020;59%
BIRIGUI;SP;09/05/2020;48%
BOTUCATU;SP;09/05/2020;50%
BRAGANÇA PAULISTA;SP;09/05/2020;46%
CAIEIRAS;SP;09/05/2020;55%
CAJAMAR;SP;09/05/2020;56%
CAMPINAS;SP;09/05/2020;49%
CAMPO LIMPO PAULISTA;SP;09/05/2020;53%
CARAGUATATUBA;SP;09/05/2020;58%
CARAPICUÍBA;SP;09/05/2020;53%
CATANDUVA;SP;09/05/2020;41%
CAÇAPAVA;SP;09/05/2020;57%
COTIA;SP;09/05/2020;53%
CRUZEIRO;SP;09/05/2020;58%
CUBATÃO;SP;09/05/2020;52%
DIADEMA;SP;09/05/2020;54%
EMBU DAS ARTES;SP;09/05/2020;52%
ESTADO DE SÃO PAULO;SP;09/05/2020;50%
FERRAZ DE VASCONCELOS;SP;09/05/2020;51%
FRANCA;SP;09/05/2020;48%
FRANCISCO MORATO;SP;09/05/2020;50%
FRANCO DA ROCHA;SP;09/05/2020;53%
GUARATINGUETÁ;SP;09/05/2020;53%
GUARUJÁ;SP;09/05/2020;55%
GUARULHOS;SP;09/05/2020;53%
HORTOLÂNDIA;SP;09/05/2020;52%
IBIÚNA;SP;09/05/2020;58%
INDAIATUBA;SP;09/05/2020;52%
ITANHAÉM;SP;09/05/2020;57%
ITAPECERICA DA SERRA;SP;09/05/2020;57%
ITAPETININGA;SP;09/05/2020;49%
ITAPEVA;SP;09/05/2020;48%
ITAPEVI;SP;09/05/2020;53%
ITAPIRA;SP;09/05/2020;51%
ITAQUAQUECETUBA;SP;09/05/2020;55%
ITATIBA;SP;09/05/2020;45%
ITU;SP;09/05/2020;48%
JABOTICABAL;SP;09/05/2020;46%
JACAREÍ;SP;09/05/2020;53%
JANDIRA;SP;09/05/2020;52%
JAÚ;SP;09/05/2020;47%
JUNDIAÍ;SP;09/05/2020;47%
LEME;SP;09/05/2020;52%
LIMEIRA;SP;09/05/2020;42%
LINS;SP;09/05/2020;47%
LORENA;SP;09/05/2020;62%
MAIRIPORÃ;SP;09/05/2020;58%
MARÍLIA;SP;09/05/2020;45%
MATÃO;SP;09/05/2020;44%
MAUÁ;SP;09/05/2020;53%
MOGI DAS CRUZES;SP;09/05/2020;52%
MOGI GUAÇU;SP;09/05/2020;47%
MOGI MIRIM;SP;09/05/2020;50%
OSASCO;SP;09/05/2020;52%
OURINHOS;SP;09/05/2020;50%
PAULÍNIA;SP;09/05/2020;50%
PINDAMONHANGABA;SP;09/05/2020;56%
PIRACICABA;SP;09/05/2020;46%
PIRASSUNUNGA;SP;09/05/2020;56%
POÁ;SP;09/05/2020;57%
PRAIA GRANDE;SP;09/05/2020;51%
PRESIDENTE PRUDENTE;SP;09/05/2020;43%
RIBEIRÃO PIRES;SP;09/05/2020;59%
RIBEIRÃO PRETO;SP;09/05/2020;44%
RIO CLARO;SP;09/05/2020;52%
SALTO;SP;09/05/2020;49%
SANTA BÁRBARA D'OESTE;SP;09/05/2020;46%
SANTANA DE PARNAÍBA;SP;09/05/2020;55%
SANTO ANDRÉ;SP;09/05/2020;50%
SANTOS;SP;09/05/2020;50%
SERTÃOZINHO;SP;09/05/2020;54%
SOROCABA;SP;09/05/2020;47%
SUMARÉ;SP;09/05/2020;47%
SUZANO;SP;09/05/2020;52%
SÃO BERNARDO DO CAMPO;SP;09/05/2020;51%
SÃO CAETANO DO SUL;SP;09/05/2020;48%
SÃO CARLOS;SP;09/05/2020;49%
SÃO JOSÉ DO RIO PRETO;SP;09/05/2020;43%
SÃO JOSÉ DOS CAMPOS;SP;09/05/2020;51%
SÃO JOÃO DA BOA VISTA;SP;09/05/2020;53%
SÃO PAULO;SP;09/05/2020;50%
SÃO ROQUE;SP;09/05/2020;53%
SÃO SEBASTIÃO;SP;09/05/2020;66%
SÃO VICENTE;SP;09/05/2020;59%
TABOÃO DA SERRA;SP;09/05/2020;49%
TATUÍ;SP;09/05/2020;51%
TAUBATÉ;SP;09/05/2020;50%
UBATUBA;SP;09/05/2020;63%
VALINHOS;SP;09/05/2020;51%
VINHEDO;SP;09/05/2020;54%
VOTORANTIM;SP;09/05/2020;50%
VOTUPORANGA;SP;09/05/2020;54%
VÁRZEA PAULISTA;SP;09/05/2020;49%
AMERICANA;SP;10/05/2020;51%
AMPARO;SP;10/05/2020;57%
ARARAQUARA;SP;10/05/2020;47%
ARARAS;SP;10/05/2020;53%
ARAÇATUBA;SP;10/05/2020;45%
ARUJÁ;SP;10/05/2020;61%
ASSIS;SP;10/05/2020;47%
ATIBAIA;SP;10/05/2020;55%
AVARÉ;SP;10/05/2020;54%
BARRETOS;SP;10/05/2020;54%
BARUERI;SP;10/05/2020;51%
BAURU;SP;10/05/2020;47%
BEBEDOURO;SP;10/05/2020;65%
BIRIGUI;SP;10/05/2020;51%
BOTUCATU;SP;10/05/2020;54%
BRAGANÇA PAULISTA;SP;10/05/2020;50%
CAIEIRAS;SP;10/05/2020;61%
CAJAMAR;SP;10/05/2020;64%
CAMPINAS;SP;10/05/2020;52%
CAMPO LIMPO PAULISTA;SP;10/05/2020;57%
CARAGUATATUBA;SP;10/05/2020;61%
CARAPICUÍBA;SP;10/05/2020;58%
CATANDUVA;SP;10/05/2020;45%
CAÇAPAVA;SP;10/05/2020;59%
COTIA;SP;10/05/2020;58%
CRUZEIRO;SP;10/05/2020;61%
CUBATÃO;SP;10/05/2020;61%
DIADEMA;SP;10/05/2020;59%
EMBU DAS ARTES;SP;10/05/2020;58%
ESTADO DE SÃO PAULO;SP;10/05/2020;53%
FERRAZ DE VASCONCELOS;SP;10/05/2020;56%
FRANCA;SP;10/05/2020;55%
FRANCISCO MORATO;SP;10/05/2020;54%
FRANCO DA ROCHA;SP;10/05/2020;56%
GUARATINGUETÁ;SP;10/05/2020;57%
GUARUJÁ;SP;10/05/2020;58%
GUARULHOS;SP;10/05/2020;57%
HORTOLÂNDIA;SP;10/05/2020;55%
IBIÚNA;SP;10/05/2020;64%
INDAIATUBA;SP;10/05/2020;55%
ITANHAÉM;SP;10/05/2020;61%
ITAPECERICA DA SERRA;SP;10/05/2020;62%
ITAPETININGA;SP;10/05/2020;54%
ITAPEVA;SP;10/05/2020;52%
ITAPEVI;SP;10/05/2020;58%
ITAPIRA;SP;10/05/2020;57%
ITAQUAQUECETUBA;SP;10/05/2020;62%
ITATIBA;SP;10/05/2020;50%
ITU;SP;10/05/2020;52%
JABOTICABAL;SP;10/05/2020;51%
JACAREÍ;SP;10/05/2020;57%
JANDIRA;SP;10/05/2020;56%
JAÚ;SP;10/05/2020;54%
JUNDIAÍ;SP;10/05/2020;51%
LEME;SP;10/05/2020;56%
LIMEIRA;SP;10/05/2020;46%
LINS;SP;10/05/2020;52%
LORENA;SP;10/05/2020;64%
MAIRIPORÃ;SP;10/05/2020;62%
MARÍLIA;SP;10/05/2020;47%
MATÃO;SP;10/05/2020;48%
MAUÁ;SP;10/05/2020;58%
MOGI DAS CRUZES;SP;10/05/2020;56%
MOGI GUAÇU;SP;10/05/2020;51%
MOGI MIRIM;SP;10/05/2020;55%
OSASCO;SP;10/05/2020;56%
OURINHOS;SP;10/05/2020;54%
PAULÍNIA;SP;10/05/2020;57%
PINDAMONHANGABA;SP;10/05/2020;60%
PIRACICABA;SP;10/05/2020;50%
PIRASSUNUNGA;SP;10/05/2020;59%
POÁ;SP;10/05/2020;61%
PRAIA GRANDE;SP;10/05/2020;55%
PRESIDENTE PRUDENTE;SP;10/05/2020;47%
RIBEIRÃO PIRES;SP;10/05/2020;64%
RIBEIRÃO PRETO;SP;10/05/2020;48%
RIO CLARO;SP;10/05/2020;54%
SALTO;SP;10/05/2020;52%
SANTA BÁRBARA D'OESTE;SP;10/05/2020;49%
SANTANA DE PARNAÍBA;SP;10/05/2020;58%
SANTO ANDRÉ;SP;10/05/2020;53%
SANTOS;SP;10/05/2020;54%
SERTÃOZINHO;SP;10/05/2020;60%
SOROCABA;SP;10/05/2020;51%
SUMARÉ;SP;10/05/2020;51%
SUZANO;SP;10/05/2020;58%
SÃO BERNARDO DO CAMPO;SP;10/05/2020;54%
SÃO CAETANO DO SUL;SP;10/05/2020;51%
SÃO CARLOS;SP;10/05/2020;54%
SÃO JOSÉ DO RIO PRETO;SP;10/05/2020;47%
SÃO JOSÉ DOS CAMPOS;SP;10/05/2020;55%
SÃO JOÃO DA BOA VISTA;SP;10/05/2020;58%
SÃO PAULO;SP;10/05/2020;54%
SÃO ROQUE;SP;10/05/2020;57%
SÃO SEBASTIÃO;SP;10/05/2020;68%
SÃO VICENTE;SP;10/05/2020;64%
TABOÃO DA SERRA;SP;10/05/2020;53%
TATUÍ;SP;10/05/2020;55%
TAUBATÉ;SP;10/05/2020;53%
UBATUBA;SP;10/05/2020;67%
VALINHOS;SP;10/05/2020;54%
VINHEDO;SP;10/05/2020;58%
VOTORANTIM;SP;10/05/2020;54%
VOTUPORANGA;SP;10/05/2020;58%
VÁRZEA PAULISTA;SP;10/05/2020;52%
AMERICANA;SP;11/05/2020;44%
AMPARO;SP;11/05/2020;50%
ARARAQUARA;SP;11/05/2020;40%
ARARAS;SP;11/05/2020;47%
ARAÇATUBA;SP;11/05/2020;39%
ARUJÁ;SP;11/05/2020;52%
ASSIS;SP;11/05/2020;46%
ATIBAIA;SP;11/05/2020;47%
AVARÉ;SP;11/05/2020;47%
BARRETOS;SP;11/05/2020;45%
BARUERI;SP;11/05/2020;44%
BAURU;SP;11/05/2020;41%
BEBEDOURO;SP;11/05/2020;53%
BIRIGUI;SP;11/05/2020;48%
BOTUCATU;SP;11/05/2020;47%
BRAGANÇA PAULISTA;SP;11/05/2020;44%
CAIEIRAS;SP;11/05/2020;53%
CAJAMAR;SP;11/05/2020;54%
CAMPINAS;SP;11/05/2020;45%
CAMPO LIMPO PAULISTA;SP;11/05/2020;51%
CARAGUATATUBA;SP;11/05/2020;55%
CARAPICUÍBA;SP;11/05/2020;51%
CATANDUVA;SP;11/05/2020;39%
CAÇAPAVA;SP;11/05/2020;55%
COTIA;SP;11/05/2020;51%
CRUZEIRO;SP;11/05/2020;57%
CUBATÃO;SP;11/05/2020;50%
DIADEMA;SP;11/05/2020;51%
EMBU DAS ARTES;SP;11/05/2020;50%
ESTADO DE SÃO PAULO;SP;11/05/2020;48%
FERRAZ DE VASCONCELOS;SP;11/05/2020;49%
FRANCA;SP;11/05/2020;44%
FRANCISCO MORATO;SP;11/05/2020;48%
FRANCO DA ROCHA;SP;11/05/2020;51%
GUARATINGUETÁ;SP;11/05/2020;51%
GUARUJÁ;SP;11/05/2020;52%
GUARULHOS;SP;11/05/2020;50%
HORTOLÂNDIA;SP;11/05/2020;44%
IBIÚNA;SP;11/05/2020;55%
INDAIATUBA;SP;11/05/2020;49%
ITANHAÉM;SP;11/05/2020;56%
ITAPECERICA DA SERRA;SP;11/05/2020;54%
ITAPETININGA;SP;11/05/2020;46%
ITAPEVA;SP;11/05/2020;46%
ITAPEVI;SP;11/05/2020;50%
ITAPIRA;SP;11/05/2020;48%
ITAQUAQUECETUBA;SP;11/05/2020;53%
ITATIBA;SP;11/05/2020;44%
ITU;SP;11/05/2020;45%
JABOTICABAL;SP;11/05/2020;44%
JACAREÍ;SP;11/05/2020;50%
JANDIRA;SP;11/05/2020;49%
JAÚ;SP;11/05/2020;47%
JUNDIAÍ;SP;11/05/2020;45%
LEME;SP;11/05/2020;49%
LIMEIRA;SP;11/05/2020;39%
LINS;SP;11/05/2020;46%
LORENA;SP;11/05/2020;59%
MAIRIPORÃ;SP;11/05/2020;55%
MARÍLIA;SP;11/05/2020;44%
MATÃO;SP;11/05/2020;42%
MAUÁ;SP;11/05/2020;51%
MOGI DAS CRUZES;SP;11/05/2020;51%
MOGI GUAÇU;SP;11/05/2020;46%
MOGI MIRIM;SP;11/05/2020;46%
OSASCO;SP;11/05/2020;51%
OURINHOS;SP;11/05/2020;50%
PAULÍNIA;SP;11/05/2020;47%
PINDAMONHANGABA;SP;11/05/2020;53%
PIRACICABA;SP;11/05/2020;44%
PIRASSUNUNGA;SP;11/05/2020;52%
POÁ;SP;11/05/2020;54%
PRAIA GRANDE;SP;11/05/2020;48%
PRESIDENTE PRUDENTE;SP;11/05/2020;40%
RIBEIRÃO PIRES;SP;11/05/2020;57%
RIBEIRÃO PRETO;SP;11/05/2020;40%
RIO CLARO;SP;11/05/2020;49%
SALTO;SP;11/05/2020;46%
SANTA BÁRBARA D'OESTE;SP;11/05/2020;43%
SANTANA DE PARNAÍBA;SP;11/05/2020;52%
SANTO ANDRÉ;SP;11/05/2020;48%
SANTOS;SP;11/05/2020;47%
SERTÃOZINHO;SP;11/05/2020;48%
SOROCABA;SP;11/05/2020;44%
SUMARÉ;SP;11/05/2020;43%
SUZANO;SP;11/05/2020;51%
SÃO BERNARDO DO CAMPO;SP;11/05/2020;48%
SÃO CAETANO DO SUL;SP;11/05/2020;47%
SÃO CARLOS;SP;11/05/2020;47%
SÃO JOSÉ DO RIO PRETO;SP;11/05/2020;39%
SÃO JOSÉ DOS CAMPOS;SP;11/05/2020;48%
SÃO JOÃO DA BOA VISTA;SP;11/05/2020;49%
SÃO PAULO;SP;11/05/2020;49%
SÃO ROQUE;SP;11/05/2020;51%
SÃO SEBASTIÃO;SP;11/05/2020;64%
SÃO VICENTE;SP;11/05/2020;55%
TABOÃO DA SERRA;SP;11/05/2020;48%
TATUÍ;SP;11/05/2020;50%
TAUBATÉ;SP;11/05/2020;47%
UBATUBA;SP;11/05/2020;60%
VALINHOS;SP;11/05/2020;48%
VINHEDO;SP;11/05/2020;51%
VOTORANTIM;SP;11/05/2020;47%
VOTUPORANGA;SP;11/05/2020;53%
VÁRZEA PAULISTA;SP;11/05/2020;47%
AMERICANA;SP;12/05/2020;43%
AMPARO;SP;12/05/2020;50%
ARARAQUARA;SP;12/05/2020;40%
ARARAS;SP;12/05/2020;45%
ARAÇATUBA;SP;12/05/2020;39%
ARUJÁ;SP;12/05/2020;52%
ASSIS;SP;12/05/2020;45%
ATIBAIA;SP;12/05/2020;47%
AVARÉ;SP;12/05/2020;47%
BARRETOS;SP;12/05/2020;43%
BARUERI;SP;12/05/2020;44%
BAURU;SP;12/05/2020;40%
BEBEDOURO;SP;12/05/2020;53%
BIRIGUI;SP;12/05/2020;47%
BOTUCATU;SP;12/05/2020;46%
BRAGANÇA PAULISTA;SP;12/05/2020;43%
CAIEIRAS;SP;12/05/2020;52%
CAJAMAR;SP;12/05/2020;53%
CAMPINAS;SP;12/05/2020;45%
CAMPO LIMPO PAULISTA;SP;12/05/2020;51%
CARAGUATATUBA;SP;12/05/2020;55%
CARAPICUÍBA;SP;12/05/2020;52%
CATANDUVA;SP;12/05/2020;38%
CAÇAPAVA;SP;12/05/2020;55%
COTIA;SP;12/05/2020;50%
CRUZEIRO;SP;12/05/2020;56%
CUBATÃO;SP;12/05/2020;48%
DIADEMA;SP;12/05/2020;51%
EMBU DAS ARTES;SP;12/05/2020;49%
ESTADO DE SÃO PAULO;SP;12/05/2020;47%
FERRAZ DE VASCONCELOS;SP;12/05/2020;49%
FRANCA;SP;12/05/2020;44%
FRANCISCO MORATO;SP;12/05/2020;49%
FRANCO DA ROCHA;SP;12/05/2020;50%
GUARATINGUETÁ;SP;12/05/2020;51%
GUARUJÁ;SP;12/05/2020;52%
GUARULHOS;SP;12/05/2020;49%
HORTOLÂNDIA;SP;12/05/2020;44%
IBIÚNA;SP;12/05/2020;55%
INDAIATUBA;SP;12/05/2020;47%
ITANHAÉM;SP;12/05/2020;55%
ITAPECERICA DA SERRA;SP;12/05/2020;54%
ITAPETININGA;SP;12/05/2020;46%
ITAPEVA;SP;12/05/2020;46%
ITAPEVI;SP;12/05/2020;51%
ITAPIRA;SP;12/05/2020;47%
ITAQUAQUECETUBA;SP;12/05/2020;52%
ITATIBA;SP;12/05/2020;44%
ITU;SP;12/05/2020;43%
JABOTICABAL;SP;12/05/2020;43%
JACAREÍ;SP;12/05/2020;49%
JANDIRA;SP;12/05/2020;48%
JAÚ;SP;12/05/2020;46%
JUNDIAÍ;SP;12/05/2020;44%
LEME;SP;12/05/2020;48%
LIMEIRA;SP;12/05/2020;38%
LINS;SP;12/05/2020;46%
LORENA;SP;12/05/2020;58%
MAIRIPORÃ;SP;12/05/2020;55%
